TicketPromedio,TotalCompras,TotalGastado,Recency,NumeroProductosDistintos,Cluster
-0.22652703996228676,-0.3917197011266855,-0.23100098872223704,2.32202284596252,-0.7049215039187635,1
-0.04051308160226622,0.3826569671694232,0.2934316661932754,-0.8937332316580672,0.4892432607418318,0
0.22886353130617607,-0.2669590156789791,-0.01231622196577404,-0.16919559688552746,-0.4590640523709939,0
-0.03741269130561372,-0.08627112640988709,-0.01714562615918395,-0.7250052893137771,0.13801832995930374,0
-0.07201689506045059,-0.3271883121020098,-0.19031182867496388,2.1632200766973058,-0.5176015408347485,1
-0.09874795750331254,0.008374910826303986,-0.0429584204547238,-0.556277346969487,-0.02588663773920934,0
-0.051755920616833595,-0.38311551592339543,-0.22017163691539698,1.1111517303152618,-0.6697990108405107,1
-0.08034498167365278,-0.15080251543456283,-0.09966163658399942,1.3890565765293867,-0.037594135431960274,1
0.05105239729718145,-0.34439668250859,-0.17510206490131214,1.2104034611060206,-0.5644315316057523,1
0.1477687269860182,-0.14650042283291775,0.1110885006070249,-0.6853045969974735,-0.09613162389571495,0
0.14569062344870534,0.16325024448552575,0.5243365655560411,-0.5860528662067147,0.817053196138858,0
0.2563662862651527,-0.31858412689871973,-0.08887365533462371,-0.8937332316580672,-0.5644315316057523,0
-0.03338570244028232,0.6924076344878668,0.5289432988078048,-0.8341821931836119,1.7887755046371854,3
-0.06443272554202477,0.15464605928223565,0.09291344128806202,-0.39747457770427286,0.5126582561273336,0
-0.0773628351816056,-0.35730296031352515,-0.20789431559730528,1.9349410958785604,-0.5995540246840051,1
-0.078758366730812,0.7784494865207677,0.39619856449688173,-0.8838080585789913,1.6365780346314234,3
-0.038009877522247396,-0.30137575649213955,-0.16383467189779088,0.17818546088212855,-0.447356554678243,0
-0.10518297819757319,-0.0346460151901465,-0.07122546223278012,-0.8341821931836119,0.10289583688105093,0
-0.11700608194979359,-0.30137575649213955,-0.19198003556565799,1.9746417881948641,-0.4590640523709939,1
-0.10591890081030703,-0.3530008677118801,-0.21044955591127879,-0.8738828854999153,-0.5878465269912542,0
-0.05975473015888778,0.3181255781447475,0.2004318697945572,-0.4073997507833487,0.9575431684518692,0
0.008865064535263993,-0.12929205242633757,-0.0012775838094085412,-0.46695078925780403,0.0209433530317944,0
-0.030451064374411196,-0.1766150710444331,-0.07305793457222969,-0.19897111612275512,-0.3185740800579827,0
-0.021963476195505937,-0.34009458990694497,-0.1866371497472496,2.1731452497763817,-0.5527240339130014,1
-0.04968984868504123,-0.258354830475689,-0.14060267031936424,-0.6654542508393217,-0.33028157775073363,0
-0.02778980357700266,-0.3228862195003648,-0.17558634377986518,-0.8838080585789913,-0.5527240339130014,0
-0.06044015548616291,-0.06906275600330689,-0.032894423960973924,2.2128459420926854,0.1263108322665528,1
-0.08274970592492173,0.54183439343029,0.25676031734445004,0.37668892246364627,1.84731299310094,3
-0.06362637121112713,-0.22393808966252865,-0.12753930840945024,-0.09971938533199626,-0.26003659159422804,0
-0.02300630526074966,0.05139583684275447,0.10003161073413103,-0.6952297700765494,0.18484832073030746,0
-0.0708139354039839,-0.008833459580276209,-0.011498545065302518,-0.8639577124208395,0.10289583688105093,0
-0.08205141410912475,0.02988537383452923,-0.0071972238701138135,0.92257344181282,0.266800804579564,1
-0.07828971123026914,-0.27126110828062416,-0.1621117098575116,-0.6257535585230182,-0.41223406159999015,0
0.08916065830709581,-0.35730296031352515,-0.18209855623719193,2.4411249229114307,-0.5995540246840051,1
-0.008109484582903488,0.02988537383452923,0.10734446515650278,-0.7547808085510047,-0.049301633124711204,0
-0.09156053397787106,-0.26265692307733407,-0.16409749661579962,-0.11956973149014803,-0.34198907544348456,0
-0.19032467538020767,0.02988537383452923,-0.17492076451713018,-0.6952297700765494,0.3604607861215715,0
-0.03229054173467848,-0.12498995982469252,-0.03843321153678692,-0.19897111612275512,-0.16637661005222054,0
0.14366481013293128,-0.2841673860855593,-0.07616802706866599,-0.2783725007553622,-0.41223406159999015,0
-0.07840669462666798,0.2837088373315871,0.13382405549587958,-0.7547808085510047,0.34875328842882053,0
-0.07629307509315618,0.14173978147730049,0.062231089022749826,-0.556277346969487,0.5711957445910882,0
-0.07537508804234816,-0.0346460151901465,-0.03197697101014726,-0.45702561617872817,0.27850830227231493,0
-0.07892848619170084,-0.14650042283291775,-0.0961025518609649,0.2675120185938115,-0.16637661005222054,0
-0.09409373334815911,-0.3788134233217504,-0.2207435240332863,2.0937438651437748,-0.6580915131477598,1
-0.06543055569534403,-0.3530008677118801,-0.20355040706355035,2.2922473267252923,-0.5878465269912542,1
0.30983047011885295,-0.37451133072010534,-0.18114946697771606,-0.4173249238624246,-0.6580915131477598,0
0.02226761240331427,-0.16801088584114302,-0.022883965835707266,0.5652672109660881,-0.08442412620296401,0
